Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
G***,LOGO,Pattern-Silkscreen,82.400000,-4.200000,0.000000,top
G***,LOGO,KBLogo,319.200000,-108.775000,0.000000,top
PowerLED0,LED 0402,LED_0402_1005Metric,161.900000,-8.900000,270.000000,top
PowerLedResistor0,47K Resistor 0402,R_0402_1005Metric,163.250000,-8.900000,270.000000,top
RESISTOR0,5.1kohm 0402,R_0402_1005Metric,164.600000,-8.900000,270.000000,top
RESISTOR1,5.1kohm 0402,R_0402_1005Metric,165.950000,-8.900000,270.000000,top
SW-RST0,EVQ,Panasonic_EVQPUL_EVQPUC,282.900000,-1.910000,0.000000,top
